WP5,wgt,PROJWT,FIELD_DATE,YEAR_CALENDAR,Q1,Q2,Q3,Q4,Q5A,Q5B,Q5C,Q6,Q7,Q8,Q9,Q10A,Q10B,Q11A,Q11B,Q11C,Q11D,Q11E,Q11F,Q11G,Q12,Q13,Q14A,Q14B,Q15A,Q15B,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,D1,Q29,Q30,WGM_Index,WGM_Indexr,ViewOfScience,Age,AgeCategories,Gender,Education,Urban_Rural,Household_Income,Regions_Report,Subjective_Income,WBI,EMP_2010
12,0.9383774827,50708.4307773515,5/1/2018,2018,3,2,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,3,2,2,1,1,2,1,1,1,1,2, ,3.2,2,2,69,3,2,2,1,4,15,2,4,6
12,2.956532057,159766.302912393,5/1/2018,2018,3,2,1,2,1,1,2,2,2,2,2,1,2,2,4,2,4,2,2,4,2,2,2,2,4,2,2,1,1,98,3,3,2,1,1,4,1,1,1,1,2, ,2.6,2,2,42,2,1,2,1,1,15,2,4,3
12,1.7368037477,93854.11973031,5/1/2018,2018,3,1,1,2,1,1,2,2,2,2,1,2,1,1,2,2,4,2,2,2,2,1,2,3,2,2,2,1,1,1,3,3,1,1,1,1,1,1,1,1,2, ,3,2,2,52,3,2,2,1,4,15,1,4,3
12,0.9091670782,49129.9468474666,5/1/2018,2018,2,2,1,2,2,1,2,1,1,1,1,98,1,2,2,2,3,1,2,4,2,2,98,2,2,2,1,1,1,98,3,1,1,1,1,1,1,2, ,1,98, ,3,2,1,67,3,1,2,1,4,15,2,4,6
12,0.4333074213,23415.2457625556,5/1/2018,2018,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,3,1,4,4,2,2,1,2,2,2,3,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,3.2,2,2,87,3,2,3,1,5,15,1,4,6
12,0.7914579514,42769.1323378132,5/1/2018,2018,3,3,1,2,1,1,1,2,2,2,2,1,1,2,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,3,97,2,2,1,3,3,3,2, ,1,1,97,3,2,3,52,3,1,2,2,2,15,2,4,6
12,0.3250231944,17563.7378966595,5/1/2018,2018,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,3,2,1,4,2,2,2,2,2,4,2,2,2,2,3,1,1,1,1,1,1,2, ,2, , ,3.2,2,3,29,1,2,3,2,3,15,2,4,1
12,1.7742602851,95878.2115998713,5/1/2018,2018,2,2,1,2,1,1,97,2,2,1,1,1,1,1,4,2,2,1,2,4,1,1,2,2,2,2,1,1,1,98,3,2,2,1,1,1,1,2, ,2, , ,3.2,2,1,24,1,2,2,1,4,15,1,4,1
12,0.397121479,21459.8148373756,5/1/2018,2018,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,4,1,3,3,2,2,1,1,2,2,1,1,1,2,3,2,1,1,1,2,1,2, ,1,2, ,3.6,3,1,24,1,2,3,2,2,15,2,4,5
12,0.855233438,46215.4584751593,5/1/2018,2018,3,3,1,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,3,4,2,3,2,3,2,3,2,1,1,3,3,2,2,1,2,2,1,2, ,1,98, ,2.8,2,2,66,3,1,2,1,1,15,2,4,6
12,0.7539783916,40743.7963710802,5/1/2018,2018,3,1,1,2,1,1,1,1,1,2,1,2,1,3,4,1,2,1,3,2,2,1,2,1,1,2,2,1,1,98,3,3,2,1,2,4,2,1,1,2, , ,3.8,3,2,50,3,1,3,1,1,15,3,4,2
12,1.3234739675,71518.434003171,5/1/2018,2018,3,3,1,2,1,1,97,2,2,2,2,98,98,3,4,1,4,98,98,3,1,1,1,98,98,98,3,98,98,2,97,3,3,1,4,3,3,2, ,2, , ,4,3,99,34,2,1,1,1,4,15,2,4,1
12,1.8210885046,98408.7343051991,5/1/2018,2018,1,2,1,1,2,1,2,1,1,2,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,3,2,1,1,1,2,1,2, ,1,2, ,4,3,1,72,3,2,1,2,3,15,3,4,6
12,1.3196606989,71312.3710162443,5/1/2018,2018,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,4,2,2,1,1,1,2,1,1,1,1,3,1,1,1,1,2,2,2, ,1,2, ,3.8,3,1,57,3,1,1,2,5,15,1,4,2
12,0.6093696672,32929.3702774512,5/1/2018,2018,2,1,1,2,1,1,1,1,2,1,1,2,1,2,3,1,2,1,3,4,1,1,1,2,2,2,1,1,1,98,3,1,1,1,1,4,1,1,1,2, , ,3.6,3,1,59,3,1,3,1,1,15,3,4,5
12,0.6621201069,35779.9203668395,5/1/2018,2018,3,1,1,2,1,1,2,2,2,2,2,2,2,2,3,1,3,3,3,98,3,1,1,3,3,3,2,1,1,2,3,1,2,1,1,2,1,2, ,1,2, ,3.2,2,2,32,2,2,2,2,3,15,2,4,1
12,0.9722601572,52539.396762929,5/1/2018,2018,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,3,3,3,2,1,1,2,3,2,1,1,1,3,3,1,1,1,2, ,3.2,2,2,60,3,2,3,1,4,15,1,4,3
12,0.388512883,20994.6199641374,5/1/2018,2018,4,1,1,2,1,1,2,2,2,1,1,2,1,2,4,2,2,2,1,2,2,2,1,2,2,2,3,1,1,2,3,2,2,2, , , ,1, ,99, , ,3.2,2,2,53,3,1,3,2,1,15,2,4,2
12,1.7368037477,93854.11973031,5/1/2018,2018,2,3,1,2,1,2,2,2,1,1,1,1,2,3,2,3,2,3,2,4,2,3,4,3,3,4,2,2,2,2,3,3,3,1,1,4,2,2, ,1,1,2,1.8,1,3,48,2,2,1,1,1,15,3,4,5
12,0.6621201069,35779.9203668395,5/1/2018,2018,3,1,2,2,2,1,97,2,2,2,2,1,98,1,2,1,2,1,2,2,3,1,1,3,4,4,1,1,1,1,2,1,2,1,2,1,1,2, ,1,1,2,3,2,1,33,2,2,1,2,1,15,3,4,4
12,0.6714053905,36281.6823633535,5/1/2018,2018,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,4,1,2,2,2,2,4,1,1,1,2,3,2,1,1,1,1,1,2, ,2, , ,3.2,2,1,40,2,1,3,2,5,15,2,4,6
12,1.6039812698,86676.6036978244,5/1/2018,2018,4,1,2,2,2,1,1,2,2,2,2,1,1,2,2,1,4,1,2,4,1,2,2,1,2,2,1,1,1,1,3,2,1,1,1,1,2,1,2,1,1,2,3.4,2,1,52,3,2,3,2,5,15,1,4,6
12,1.8183341564,98259.8936949333,5/1/2018,2018,3,2,1,2,1,2,2,2,1,1,1,1,2,1,4,3,2,3,1,3,1,1,2,3,3,2,2,2,1,2,3,1,2,1,1,4,2,1,1,1,2, ,2.6,2,3,80,3,1,1,2,3,15,2,4,6
12,0.9091670782,49129.9468474666,5/1/2018,2018,2,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,4,2,2,4,2,2,1,2,2,2,1,1,1,1,3,2,1,1,2,2,2,1,2,1,1,1,3.4,2,1,69,3,1,2,1,4,15,2,4,6
12,0.6481734381,35026.2645086193,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,2,1,4,2,4,1,1,1,3,3,2,2,1,2,3,3,2, ,1,2, ,3,2,1,62,3,2,3,1,2,15,1,4,6
12,0.6514908238,35205.5307678304,5/1/2018,2018,2,1,1,2,1,1,2,2,2,2,1,1,1,1,3,1,4,1,2,4,1,1,1,2,2,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3.6,3,2,40,2,1,3,1,1,15,1,4,1
12,1.8767549655,101416.861554703,5/1/2018,2018,2,1,1,2,98,1,1,2,2,1,1,2,1,2,2,2,3,2,2,4,2,2,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,2, ,1,1,1,3.2,2,1,70,3,2,2,1,2,15,2,4,6
12,0.4198191553,22686.3612637869,5/1/2018,2018,2,2,1,2,1,1,2,1,1,1,1,1,1,3,2,1,2,1,2,4,1,1,1,2,2,2,2,1,1,1,3,2,1,1,1,1,1,1,1,1,2, ,3.6,3,2,80,3,1,3,1,5,15,2,4,6
12,0.4333074213,23415.2457625556,5/1/2018,2018,2,2,1,2,1,1,1,1,1,1,1,1,1,2,98,2,2,1,2,4,2,1,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,97,3.2,2,1,88,3,2,3,2,1,15,2,4,6
12,1.8183341564,98259.8936949333,5/1/2018,2018,3,2,2,2,1,1,1,2,1,2,1,2,2,3,4,3,3,1,4,4,2,2,2,2,3,3,2,2,1,2,3,3,2,1,1,2,1,1,1,1,1,97,2.6,2,3,78,3,1,2,2,1,15,2,4,6
12,0.9091670782,49129.9468474666,5/1/2018,2018,3,4,2,2,1,97, ,2,2,98,2,1,1,2,2,2,4,2,2,3,2,2,2,3,2,2,2,1,1,1,1,2,2,1,1,2,1,2, ,1,2, ,2.8,2,2,74,3,1,1,1,3,15,2,4,6
12,0.6307653519,34085.5591384324,5/1/2018,2018,3,2,1,1,97, , ,1,2,2,2,2,1,1,3,2,3,2,4,1,1,1,1,2,2,3,1,2,2,2,5,3,1,1,2,1,2,2, ,1,2, ,3.4,2,3,34,2,2,3,2,2,15,3,4,4
12,0.6799998361,36746.112576056,5/1/2018,2018,3,2,1,1,1,1,97,2,2,2,1,1,2,1,2,3,2,4,1,2,98,3,3,3,4,4,3,2,2,2,5,3,4,1,4,5,2,2, ,1,1,2,1.8,1,4,59,3,1,1,2,4,15,3,4,6
12,1.2029859524,65007.4527733684,5/1/2018,2018,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2, ,3.4,2,1,47,2,2,3,1,2,15,1,4,1
12,1.3659955358,73816.2321081645,5/1/2018,2018,3,1,1,2,1,1,2,1,1,2,1,1,2,2,3,1,4,2,1,2,1,1,1,1,2,1,1,1,2,2,5,3,1,1,1,2,1,2, ,1,1,2,3.8,3,1,26,1,2,2,2,4,15,1,4,3
12,1.7742602851,95878.2115998713,5/1/2018,2018,2,1,1,2,1,1,2,1,2,1,1,1,1,2,3,2,4,1,1,98,1,1,1,1,2,4,1,1,1,2,1,3,3,1,1,2,1,1,1,1,1,2,3.6,3,1,18,1,2,1,1,2,15,1,4,6
12,0.7914579514,42769.1323378132,5/1/2018,2018,2,1,1,2,1,1,2,2,2,1,2,1,1,1,3,1,2,1,2,3,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2, , ,3.4,2,1,49,2,1,2,1,3,15,3,4,1
12,0.3654655086,19749.1764069428,5/1/2018,2018,2,1,1,2,1,1,1,1,1,1,1,98,1,1,2,1,2,1,98,4,1,1,1,1,2,2,2,2,1,2,3,2,2,1,2,3,2,1,1,1,2, ,3.8,3,3,48,2,1,3,1,4,15,2,4,1
12,1.6852883824,91070.3110942415,5/1/2018,2018,2,2,1,2,2,1,1,2,2,2,1,1,1,1,3,2,2,1,3,98,2,2,2,2,2,4,1,98,1,2,3,1,1,1,3,3,3,1,1,1,2, ,3,2,99,45,2,2,2,2,5,15,2,4,6
12,1.3234739675,71518.434003171,5/1/2018,2018,4,1,1,2,1,1,2,2,1,2,1,1,2,2,4,2,4,2,1,98,2,1,3,2,2,4,1,1,1,1,3,2,1,1,1,2,1,2, ,1,1,2,3,2,1,28,1,1,2,2,3,15,3,4,6
12,1.8210885046,98408.7343051991,5/1/2018,2018,2,3,1,2,2,2,2,2,2,2,2,1,1,1,1,2,3,1,1,4,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,3,1,1,2, , ,3.4,2,2,72,3,2,1,1,5,15,2,4,6
12,1.6852883824,91070.3110942415,5/1/2018,2018,1,2,1,2,1,1,2,2,2,2,2,98,1,2,4,2,4,1,4,3,2,2,2,3,2,3,2,1,1,2,3,1,1,1,1,2,2,1,1,1,2, ,2.8,2,2,53,3,2,2,1,4,15,1,4,1
12,0.6838758226,36955.5647372379,5/1/2018,2018,1,1,1,1,1,1,1,2,2,1,2,1,2,1,4,1,4,1,1,2,1,1,1,2,1,1,1,2,1,2,3,1,1,1,1,1,2,1,1,2, , ,3.8,3,3,42,2,1,2,2,2,15,2,4,2
12,1.3659955358,73816.2321081645,5/1/2018,2018,3,1,1,2,1,1,2,1,1,2,1,1,1,2,3,2,4,1,1,1,1,1,2,3,2,3,1,1,1,98,3,1,1,1,1,1,1,2, ,1,1,2,3,2,1,30,2,2,2,2,5,15,1,4,1
12,1.3234739675,71518.434003171,5/1/2018,2018,2,1,1,1,1,1,2,1,2,2,1,1,1,1,4,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,4,1,2, ,1,2, ,3.8,3,1,29,1,1,2,2,4,15,1,4,5
12,0.3057421575,16521.8212416622,5/1/2018,2018,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,2, ,2, , ,3.6,3,1,30,2,1,3,2,3,15,1,4,1
12,0.3057421575,16521.8212417729,5/1/2018,2018,2,1,1,2,1,1,1,2,2,2,2,98,1,1,1,1,2,1,98,4,1,1,1,1,1,3,1,1,1,3,3,1,1,1,1,1,1,2, ,1,2, ,4,3,1,30,2,2,3,2,5,15,2,4,1
12,0.3057421575,16521.8212417729,5/1/2018,2018,2,1,1,2,1,1,97,1,1,1,1,98,1,1,2,1,2,2,3,98,1,1,1,1,2,1,1,1,1,3,3,1,1,1,1,1,1,1,2,2, , ,3.8,3,1,29,1,2,3,1,4,15,1,4,1
12,1.3620597517,73603.5485744169,5/1/2018,2018,3,2,2,2,1,1,97,1,2,2,2,1,1,2,2,2,4,2,3,2,2,1,2,2,1,1,2,1,1,1,3,2,1,1,2,2,2,1,1,1,1,97,3.4,2,2,59,3,2,1,1,3,15,2,4,6
12,0.3057421575,16521.8212416622,5/1/2018,2018,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,1,2,3,1,1,1,2,3,2,2, ,2, , ,3.6,3,1,28,1,1,3,2,2,15,1,4,1
12,1.7190299949,92893.6543198205,5/1/2018,2018,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,4,1,1,2,2,1,1,1,1,1,2,3,1,1,1,1,1,1,2, ,2, , ,3.6,3,1,19,1,1,2,2,3,15,2,4,6
12,0.6838758226,36955.5647372379,5/1/2018,2018,3,2,1,2,2,1,2,2,1,2,2,1,1,1,2,1,4,1,2,4,2,1,2,1,2,4,1,1,1,2,3,1,1,1,1,3,1,2, ,2, , ,3.6,3,1,44,2,1,2,2,4,15,3,4,6
12,1.3234739675,71518.434003171,5/1/2018,2018,2,2,1,2,1,1,97,1,1,1,2,1,1,1,4,4,4,1,1,3,1,1,2,2,2,2,2,1,1,1,3,2,2,1,3,3,1,2, ,1,1,97,2.8,2,2,29,1,1,1,2,5,15,1,4,1
12,1.7742602851,95878.2115998713,5/1/2018,2018,3,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,2,1,1,3,2,2,1,1,1,1,3,2,2,1,1,2,4,2, ,2, , ,3.4,2,1,18,1,2,2,1,1,15,2,4,3
12,0.7539783916,40743.7963710802,5/1/2018,2018,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,3,1,1,4,1,1,1,1,2,2,1,1,1,2,3,1,1,1,1,2,1,1,1,2, , ,3.8,3,1,51,3,1,3,2,5,15,1,4,2
12,1.4108789493,76241.6605840313,5/1/2018,2018,2,2,1,2,1,1,97,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,3,2,2,1,4,5,2,1,1,1,1,1,3.6,3,1,35,2,1,2,1,5,15,2,4,1
12,0.3057421575,16521.8212416622,5/1/2018,2018,2,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,3,1,1,2,1,1,1,2,1,2,1,1,1,1,3,2,1,1,1,1,1,1,1,2, , ,3.8,3,1,34,2,1,3,1,4,15,1,4,1
12,1.6328276655,88235.4171653984,5/1/2018,2018,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,2,2,2,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,3.8,3,2,53,3,1,2,2,5,15,1,4,1
12,0.3157881286,17064.6895861536,5/1/2018,2018,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,2,2,1,1,1,1,1,3.8,3,1,40,2,1,3,1,4,15,1,4,1
12,1.5007216613,81096.618237528,5/1/2018,2018,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2, ,3.8,3,1,39,2,2,2,1,3,15,1,4,1
12,2.956532057,159766.302912393,5/1/2018,2018,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,1,1,1,1,1,1,1,1,2, , ,3.8,3,1,54,3,1,2,1,2,15,1,4,6
12,1.7742602851,95878.2115998713,5/1/2018,2018,3,1,1,2,1,1,1,1,1,1,1,2,1,4,3,2,2,1,3,2,2,2,3,4,2,2,2,2,1,1,3,1,1,1,2,4,3,2, ,2, , ,2.4,1,3,20,1,2,2,1,1,15,3,4,1
12,0.6093696672,32929.3702774512,5/1/2018,2018,3,3,1,2,2,2,1,1,2,1,1,2,1,1,4,2,4,1,2,2,1,1,1,2,4,3,1,1,1,2,3,3,1,1,2,3,2,2, ,1,1,2,3,2,1,55,3,1,3,2,5,15,2,4,1
12,1.3196606989,71312.3710162443,5/1/2018,2018,3,3,1,2,2,1,2,2,2,2,2,2,98,4,2,2,4,2,2,4,2,3,2,4,2,3,2,2,1,2,3,2,2,1,1,3,1,2, ,1,1,1,2.4,1,3,57,3,1,2,2,5,15,1,4,6
12,0.8396383106,45372.7225275738,5/1/2018,2018,2,1,1,2,2,1,1,1,2,1,2,1,1,1,3,1,3,1,3,4,1,1,3,1,3,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2, , ,3.2,2,1,69,3,1,3,2,3,15,1,4,3
12,0.7782027771,42052.8437432242,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,4,3,1,49,2,2,3,1,3,15,2,4,1
12,0.9419950314,50903.9173721297,5/1/2018,2018,1,2,1,2,1,1,1,1,1,2,1,2,1,1,4,3,4,98,98,98,2,3,3,4,3,4,3,2,2,2,3,3,2,1,5,5,5,1,1,1,1,2,1.8,1,4,61,3,1,3,1,4,15, ,4,4
12,1.0394652127,56171.0513646577,5/1/2018,2018,1,1,1,2,1,1,1,1,1,2,1,1,1,2,3,1,3,1,2,3,1,1,1,1,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2, ,3.8,3,1,43,2,2,3,2,3,15,2,4,6
12,0.6279966876,33935.9449147532,5/1/2018,2018,2,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,4,1,1,1,2,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,2, , ,3.6,3,1,61,3,1,3,1,4,15,1,4,6
12,0.8396383106,45372.7225275738,5/1/2018,2018,2,2,1,2,1,1,2,2,1,2,1,98,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,3,1,1,1,2,3,3,1,1,1,2, ,4,3,1,82,3,1,3,1,3,15,2,4,6
12,0.9383774827,50708.4307773515,5/1/2018,2018,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,3,1,1,1,2,2,2,2,1,1,2,3,2,1,1,1,2,1,1,1,1,1,1,3.4,2,2,77,3,2,2,1,3,15,1,4,6
12,0.6602123687,35676.8292216606,5/1/2018,2018,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,3,2,2,1,1,2,1,1,1,1,1,2,3,2,2,64,3,2,2,2,2,15,2,4,6
12,0.855233438,46215.4584751593,5/1/2018,2018,3,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,97,3.6,3,1,81,3,1,2,2,3,15,1,4,6
12,0.4198191553,22686.3612637869,5/1/2018,2018,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,3,1,2,4,1,1,2,2,2,2,1,1,2,2,3,1,1,1,1,1,2,1,1,1,2, ,3.2,2,1,81,3,1,3,2,4,15,1,4,6
12,1.8767549655,101416.861554703,5/1/2018,2018,2,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,3,2,3,4,2,1,2,3,2,4,1,1,1,2,3,2,1,1,1,2,1,1,1,1,1,1,3.2,2,1,75,3,2,2,1,5,15,2,4,3
12,0.8396383106,45372.7225275738,5/1/2018,2018,3,1,1,2,1,1,1,2,1,1,2,1,1,1,3,1,2,1,1,4,1,1,1,1,3,2,98,1,1,2,3,2,1,1,1,3,2,1,1,2, , ,3.6,3,99,92,3,1,3,1,3,15,1,4,6
12,1.4036947659,75853.4387055126,5/1/2018,2018,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,1,1,1,2,1,1,1,1,1,1,3,2,2,64,3,2,2,1,2,15,2,4,6
12,1.8767549655,101416.861554703,5/1/2018,2018,4,1,1,2,1,1,2,2,2,2,2,1,1,1,4,1,4,1,2,1,2,1,1,2,2,2,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,3.6,3,2,70,3,2,2,2,5,15,1,4,3
12,0.6838758226,36955.5647372379,5/1/2018,2018,2,2,1,1,1,1,2,1,1,2,1,1,1,1,4,2,3,2,2,3,2,1,2,2,2,2,2,1,1,2,98,2,1,1,1,1,1,1,1,1,1,2,3.2,2,2,38,2,1,2,1,1,15,1,4,1
12,0.7937833845,42894.7950535276,5/1/2018,2018,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,4,1,3,3,2,1,1,1,2,4,2,1,1,1,3,1,1,1,1,1,1,2, ,1,1,1,3.8,3,2,22,1,1,3,2,4,15,1,4,6
12,1.6328276655,88235.4171653984,5/1/2018,2018,1,1,1,2,1,1,97,2,2,1,1,1,1,2,3,2,2,1,1,4,2,1,2,2,2,98,2,1,1,1,3,1,2,1,1,1,1,2, ,2, , ,3.2,2,2,48,2,1,2,1,2,15,1,4,5
12,0.3654655086,19749.1764069428,5/1/2018,2018,2,2,1,2,1,1,1,1,1,1,1,1,1,2,99,2,3,2,2,3,2,2,98,98,98,98,2,1,1,2,3,2,2,1,2,2,2,2, ,1,2, , ,99,2,50,3,1,3,2,5,15,2,4,1
12,0.3772074596,20383.692818768,5/1/2018,2018,3,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,4,1,2,3,2,2,1,1,1,2,2,1,1,2,3,1,1,1,1,2,1,2, ,1,2, ,3.8,3,2,54,3,2,3,1,4,15,1,4,6
12,0.3057421575,16521.8212416622,5/1/2018,2018,2,2,1,2,1,1,2,2,2,1,1,98,1,1,3,2,2,1,1,3,2,1,1,2,1,2,1,1,98,2,3,2,2,1,1,3,2,2, ,1,1,99,3.6,3,1,57,3,1,3,1,5,15,2,4,1
12,0.6289479548,33987.3498833637,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,3,2,2,4,1,1,1,2,2,2,1,1,1,1,3,2,1,1,2,1,1,2, ,1,2, ,3.6,3,1,59,3,2,3,1,4,15,2,4,1
12,0.6621201069,35779.9203668395,5/1/2018,2018,2,2,2,2,1,1,97,1,1,1,1,2,1,2,3,2,4,2,4,4,2,2,2,2,2,3,2,1,1,1,1,2,2,1,1,1,1,2, ,1,2, ,3,2,2,29,1,2,2,1,2,15,2,4,1
12,0.6929768084,37447.3675764385,5/1/2018,2018,4,3,1,2,1,1,2,2,2,1,1,1,1,1,4,1,2,1,2,3,2,1,1,2,2,2,2,2,1,2,3,2,1,1,1,1,1,2, ,1,1,2,3.6,3,3,41,2,2,3,1,3,15,2,4,6
12,0.6714053905,36281.6823633535,5/1/2018,2018,2,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,3,2,2,1,2,2,1,2,1,1,98,3,2,2,1,2,99,2,1,1,1,1,97,3.4,2,2,36,2,1,3,2,1,15,3,4,1
12,0.6307653519,34085.5591384324,5/1/2018,2018,2,3,1,2,1,1,1,98,98,2,2,1,1,1,4,1,3,1,2,2,1,1,2,1,2,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,2, ,3.6,3,2,34,2,2,3,2,4,15,1,4,1
12,0.6838758226,36955.5647372379,5/1/2018,2018,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,3,1,1,4,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3.8,3,1,39,2,1,2,2,1,15,1,4,4
12,1.6852883824,91070.3110942415,5/1/2018,2018,3,3,1,2,1,2,97,2,2,1,1,1,1,1,4,3,3,2,2,3,3,2,2,3,3,3,2,2,2,3,3,3,3,1,2,2,2,1,1,1,2, ,2.4,1,3,52,3,2,1,2,2,15,3,4,2
12,0.3772074596,20383.692818768,5/1/2018,2018,3,3,2,2,1,1,2,2,2,1,1,1,1,2,4,2,2,1,2,2,3,3,2,3,3,3,2,1,1,3,3,2,2,1,2,2,2,1,1,1,2, ,2.4,1,2,49,2,2,3,2,5,15,1,4,1
12,0.3654655086,19749.1764069428,5/1/2018,2018,2,1,1,1,2,1,1,2,1,2,2,1,1,2,1,1,4,1,2,4,1,1,1,2,2,2,1,1,1,1,3,2,1,1,1,2,2,1,1,1,1,1,3.6,3,1,52,3,1,3,2,5,15,1,4,1
12,0.6481734381,35026.2645086193,5/1/2018,2018,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,1,2,2,4,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2, ,3,2,1,60,3,2,3,2,5,15,1,4,2
12,1.4036947659,75853.4387055126,5/1/2018,2018,3,1,1,2,2,1,2,2,1,2,1,2,1,2,2,1,3,2,4,4,1,1,1,3,3,3,2,1,1,98,3,1,1,1,2,2,2,2, ,2, , ,3.2,2,2,58,3,2,2,1,2,15,2,4,2
12,0.7018473829,37926.7193527563,5/1/2018,2018,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,4,2,1,1,2,1,1,2,1,2,1,1,1,2,3,1,1,1,99,3,1,1,1,1,1,1,3.6,3,1,56,3,2,2,2,5,15,1,4,1
12,1.4036947659,75853.4387055126,5/1/2018,2018,3,3,1,2,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,98,2,1,1,2,2,2,2,1,1,1,3,2,1,1,1,1,2,1,1,1,2, ,3.6,3,2,59,3,2,2,1,3,15,2,4,2
12,0.3057421575,16521.8212417729,5/1/2018,2018,3,3,1,1,1,1,1,2,2,2,2,2,2,1,2,4,4,3,3,2,1,3,3,3,3,3,2,1,1,2,3,2,1,1,1,2,1,2, ,1,2, ,1.8,1,2,32,2,2,3,1,5,15,2,4,2
12,1.4540062535,78572.1916935869,5/1/2018,2018,2,1,1,2,2,1,2,2,1,1,1,98,98,98,98,98,3,3,1,4,1,1,1,3,2,2,3,2,98,98,3,3,3,1,3,3,3,2, ,1,98, ,3.25,2,4,43,2,1,2,1,5,15,2,4,1
